company_00000,7816515991
company_00001,6168111569
company_00002,7714472202
company_00003,7839423761
company_00004,1832144084
company_00005,7814758893
company_00006,7814300870
company_00007,1840096557
company_00008,5027150193
company_00009,5904349820
company_00010,5835087716
company_00011,3666062693
company_00012,7820078350
company_00013,1650127310
company_00014,7735126740
company_00015,7825687316
company_00016,2901287480
company_00017,7810890227
company_00018,9704077126
company_00019,5403036256
company_00020,5405482601
company_00021,7817332133
company_00022,4705092826
company_00023,7801451671
company_00024,7816571690
company_00025,5257142655
company_00026,7805191978
company_00027,4706026696
company_00028,4253031060
company_00029,7725618132
company_00030,7804130813
company_00031,2464155671
company_00032,5258039139
company_00033,1215178211
company_00034,7811038093
company_00035,7804016807
company_00036,7804027573
company_00037,2222864608
company_00038,7804372788
company_00039,9717031908
company_00040,7840036573
company_00041,4714013789
company_00042,7813402608
company_00043,7825663795
company_00044,4710031635
company_00045,7839495540
company_00046,7203372409
company_00047,4703156016
company_00048,4706048932
company_00049,6800000730
company_00050,4025454148
company_00051,5202010547
company_00052,6320043036
company_00053,6726504312
company_00054,7606089955
company_00055,6147027450
company_00056,5007087850
company_00057,7826741774
company_00058,7017399516
company_00059,5047239883
company_00060,6321004858
company_00061,7810431907
company_00062,5722033156
company_00063,7727333781
company_00064,7810864570
company_00065,7841509159
company_00066,2310146050
company_00067,2309013175
company_00068,7816688803
company_00069,7805191230
company_00070,7810796070
company_00071,6027016175
company_00072,4703163951
company_00073,6671323681
company_00074,4347024686
company_00075,7805314235
company_00076,3661043055
company_00077,5250064052
company_00078,5406676945
company_00079,7838001615
company_00080,3232020147
company_00081,7727441554
company_00082,5249160523
company_00083,7725284240
company_00084,7816257483
company_00085,7804548047
company_00086,2634106931
company_00087,7802305401
company_00088,5612160539
company_00089,711603108403
company_00090,5040127059
company_00091,6150045308
company_00092,5258081148
company_00093,7816719434
company_00094,7814587084
company_00095,2536023155
company_00096,7811268812
company_00097,3661176217
company_00098,6324074846
company_00099,7814794669
company_00100,1644091295
company_00101,1832023499
company_00102,7804335313
company_00103,3702509563
company_00104,7806554423
company_00105,7706439040
company_00106,7805736212
company_00107,9729335033
company_00108,7814186741
company_00109,7811382787
company_00110,7448192428
company_00111,7805380816
company_00112,7729785575
company_00113,5246060633
company_00114,5256059570
company_00115,5702000280
company_00116,7816025549
company_00117,7722855907
company_00118,7820315956
company_00119,4217176173
company_00120,7327058837
