company_00280,7810918874
company_00281,6230108507
company_00282,5256124861
company_00283,7730318053
company_00284,7718997850
company_00285,7716941516
company_00286,7811767226
company_00287,7842447628
company_00288,9706031060
company_00289,7707488843
company_00290,5048057406
company_00291,7734454762
company_00292,7713551476
company_00293,6449054115
company_00294,7805721657
company_00295,7841080825
company_00296,7820072125
company_00297,7721823853
company_00298,7839406950
company_00299,7807073673
company_00300,7807073673
company_00301,7723427407
company_00302,7805395957
company_00303,7810020600
company_00304,9724184415
company_00305,7723444882
company_00306,7720772420
company_00307,7719721766
company_00308,9717156819
company_00309,7810869521
company_00310,5031132253
company_00311,7802970133
company_00312,7814458321
company_00313,4719015564
company_00314,7709257672
company_00315,7449104752
company_00316,7801325780
company_00317,5402159819
company_00318,5402468888
company_00319,470309583106
company_00320,5027267498
company_00321,7819040263
company_00322,7806548557
company_00323,9724033166
company_00324,7810759656
company_00325,5024176637
company_00326,7806530172
company_00327,6318037370
company_00328,7817322760
company_00329,7814325226
company_00330,7811609188
company_00331,7816302633
company_00332,6679104850
company_00333,6679142278
company_00334,7743383444
company_00335,7810989498
company_00336,5903022533
company_00337,7718979307
company_00338,7718979307
company_00339,7718979307
company_00340,7806533127
company_00341,7810657710
company_00342,7814433454
company_00343,7733426650
company_00344,6230047205
company_00345,9729053960
company_00346,7736035485
company_00347,3328425994
company_00348,7704494817
company_00349,7806553638
company_00350,6165086674
company_00351,7805770140
company_00352,7810779532
company_00353,9726061144
company_00354,7720919111
company_00355,9723165963
company_00356,7720918750
company_00357,9718220136
company_00358,7805776864
company_00359,7810946092
company_00360,7704211201
company_00361,7726466500
company_00362,7810081280
company_00363,9724060473
company_00364,7842224734
company_00365,7804526950
company_00366,7805820425
company_00367,3123344582
company_00368,7709897577
company_00369,7806337620
company_00370,7802572622
company_00371,4716016697
company_00372,7735057430
company_00373,7801674117
company_00374,5903007824
company_00375,7810834832
company_00376,7716966969
company_00377,7714849709
company_00378,9717078663
company_00379,7810744258
company_00380,9725188010
company_00381,7715631511
company_00382,3328455533
company_00383,7814598978
company_00384,7814729596
company_00385,2537046966
company_00386,7743242845
company_00387,7810422540
company_00388,5017101944
company_00389,7720702461
company_00390,5047164564
company_00391,4716033195
company_00392,7729675822
company_00393,7801532391
company_00394,7806500837
company_00395,2540132492
company_00396,7802316523
company_00397,7727386430
company_00398,780723432394
company_00399,230802249406
company_00400,7811628889
company_00401,7804552124
company_00402,9726008750
company_00403,7805475507
company_00404,7807351810
company_00405,6674322968
company_00406,7804702669
company_00407,7801701508
company_00408,7811540063
company_00409,2540223661
company_00410,7802693803
company_00411,7706114267
company_00412,7814439784
company_00413,5036052918
company_00414,5003124557
company_00415,7720553918
company_00416,9703110910
company_00417,7806569109
company_00418,780520744292
company_00419,7713420561
company_00420,7718620740
company_00421,7816185091
company_00422,7816025556
company_00423,132804277960
company_00424,7838501209
company_00425,7729108750
company_00426,781128949972
company_00427,781422192912
company_00428,7733510051
company_00429,7704461392
company_00430,9909726766
company_00431,9731078506
company_00432,7707423187
company_00433,7842433015
company_00434,7728369050
company_00435,7806061604
company_00436,7811416316
company_00437,5257141108
company_00438,7720913409
company_00439,7721772856
company_00440,7701928086
company_00441,7802932650
company_00442,9707017118
company_00443,9723106213
company_00444,7804079187
company_00445,5056012790
company_00446,7810148720
company_00447,7733272640
company_00448,7720917724
company_00449,7718290010
company_00450,9724172226
company_00451,7816600118
company_00452,7810356897
company_00453,7733386573
company_00454,5038117102
company_00455,7811150786
company_00456,6319060894
company_00457,4703128033
company_00458,5902202276
company_00459,7813360475
company_00460,7816316876
company_00461,7805812449
company_00462,7816316876
company_00463,7731434535
company_00464,4704085255
company_00465,7841484151
company_00466,7736207543
company_00467,663403958607
